Indicator,State Name,Year,Month,Data Value,Percent Pending Investigation
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,July,283,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,August,291,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,September,290,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,October,284,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,November,288,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2016,December,306,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,January,316,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,February,315,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,March,316,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,April,324,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,May,319,0
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,June,309,0.006962334
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,July,307,0.006980316
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,August,311,0.006948305
"Opioids (T40.0-T40.4,T40.6)",Maine,2017,September,320,0.006906077
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,January,59,0.058706979
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,February,63,0.043336945
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,March,70,0.028774908
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,April,81,0.021439291
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,May,83,0.014262283
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,June,80,0.014269406
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,July,89,0.014232849
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,August,96,0.014105367
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,September,98,0.006994964
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,October,107,0.006959911
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,November,113,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2015,December,110,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,January,111,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,February,115,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,March,125,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,April,131,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,May,139,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,June,154,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,July,164,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,August,168,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,September,181,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,October,175,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,November,185,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2016,December,204,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,January,212,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,February,211,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,March,216,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,April,232,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,May,233,0
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,June,230,0.006962334
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,July,228,0.006980316
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,August,235,0.006948305
"Synthetic opioids, excl. methadone (T40.4)",Maine,2017,September,240,0.006906077
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,January,479,0.344305192
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,February,466,0.356557004
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,March,472,0.357530775
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,April,486,0.354321824
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,May,493,0.363665023
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,June,500,0.370918219
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,July,510,0.365948901
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,August,512,0.364995994
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,September,530,0.369995889
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,October,537,0.347183708
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,November,548,0.293697148
Natural & semi-synthetic opioids (T40.2),North Carolina,2015,December,555,0.245487365
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,January,565,0.249933054
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,February,564,0.247715328
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,March,581,0.244539729
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,April,587,0.247273861
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,May,590,0.24218724
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,June,602,0.23330741
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,July,614,0.223075557
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,August,614,0.216083242
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,September,608,0.2302668
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,October,612,0.24948943
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,November,599,0.253097696
Natural & semi-synthetic opioids (T40.2),North Carolina,2016,December,597,0.260536399
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,January,594,0.274301951
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,February,595,0.312329366
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,March,569,0.378139424
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,April,541,0.491711155
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,May,525,0.568047082
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,June,514,0.633851319
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,July,493,0.730099422
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,August,491,0.856886112
Natural & semi-synthetic opioids (T40.2),North Carolina,2017,September,475,0.921305182
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,January,979,0.344305192
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,February,986,0.356557004
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,March,1002,0.357530775
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,April,1020,0.354321824
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,May,1038,0.363665023
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,June,1061,0.370918219
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,July,1059,0.365948901
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,August,1046,0.364995994
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,September,1074,0.369995889
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,October,1090,0.347183708
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,November,1131,0.293697148
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2015,December,1159,0.245487365
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,January,1199,0.249933054
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,February,1212,0.247715328
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,March,1252,0.244539729
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,April,1278,0.247273861
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,May,1310,0.24218724
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,June,1361,0.23330741
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,July,1398,0.223075557
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,August,1444,0.216083242
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,September,1456,0.2302668
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,October,1468,0.24948943
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,November,1468,0.253097696
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2016,December,1497,0.260536399
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,January,1537,0.274301951
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,February,1553,0.312329366
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,March,1553,0.378139424
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,April,1536,0.491711155
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,May,1529,0.568047082
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,June,1539,0.633851319
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,July,1528,0.730099422
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,August,1549,0.856886112
"Opioids (T40.0-T40.4,T40.6)",North Carolina,2017,September,1571,0.921305182
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,January,209,0.344305192
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,February,228,0.356557004
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,March,234,0.357530775
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,April,236,0.354321824
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,May,245,0.363665023
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,June,257,0.370918219
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,July,261,0.365948901
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,August,254,0.364995994
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,September,269,0.369995889
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,October,267,0.347183708
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,November,285,0.293697148
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2015,December,301,0.245487365
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,January,324,0.249933054
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,February,347,0.247715328
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,March,381,0.244539729
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,April,403,0.247273861
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,May,428,0.24218724
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,June,455,0.23330741
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,July,480,0.223075557
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,August,521,0.216083242
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,September,529,0.2302668
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,October,550,0.24948943
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,November,573,0.253097696
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2016,December,591,0.260536399
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,January,639,0.274301951
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,February,669,0.312329366
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,March,699,0.378139424
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,April,720,0.491711155
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,May,753,0.568047082
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,June,802,0.633851319
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,July,825,0.730099422
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,August,865,0.856886112
"Synthetic opioids, excl. methadone (T40.4)",North Carolina,2017,September,922,0.921305182
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,January,84,0.044083936
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,February,85,0.104411381
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,March,77,0.1039411
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,April,78,0.102730931
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,May,76,0.102651839
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,June,76,0.103057369
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,July,69,0.10208422
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,August,67,0.110600647
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,September,69,0.118895966
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,October,69,0.127097102
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,November,70,0.127811861
Natural & semi-synthetic opioids (T40.2),New Hampshire,2015,December,63,0.136472194
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,January,61,0.094688818
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,February,68,0.034632035
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,March,70,0.034581136
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,April,71,0.034617049
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,May,75,0.03471017
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,June,70,0.043361374
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,July,75,0.051894136
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,August,74,0.051737518
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,September,74,0.051581843
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,October,69,0.059757555
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,November,68,0.059635372
Natural & semi-synthetic opioids (T40.2),New Hampshire,2016,December,68,0.067176085
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,January,62,0.066895225
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,February,52,0.066744535
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,March,50,0.066384532
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,April,53,0.074565037
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,May,50,0.082637799
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,June,55,0.082236842
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,July,55,0.090304573
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,August,53,0.105725439
Natural & semi-synthetic opioids (T40.2),New Hampshire,2017,September,51,0.130091877
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,January,317,0.044083936
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,February,325,0.104411381
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,March,330,0.1039411
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,April,356,0.102730931
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,May,365,0.102651839
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,June,378,0.103057369
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,July,384,0.10208422
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,August,389,0.110600647
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,September,413,0.118895966
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,October,412,0.127097102
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,November,407,0.127811861
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2015,December,378,0.136472194
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,January,376,0.094688818
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,February,388,0.034632035
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,March,398,0.034581136
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,April,393,0.034617049
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,May,400,0.03471017
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,June,389,0.043361374
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,July,400,0.051894136
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,August,403,0.051737518
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,September,400,0.051581843
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,October,397,0.059757555
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,November,399,0.059635372
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2016,December,415,0.067176085
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,January,414,0.066895225
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,February,404,0.066744535
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,March,395,0.066384532
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,April,405,0.074565037
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,May,404,0.082637799
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,June,415,0.082236842
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,July,419,0.090304573
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,August,425,0.105725439
"Opioids (T40.0-T40.4,T40.6)",New Hampshire,2017,September,421,0.130091877
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,January,171,0.044083936
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,February,186,0.104411381
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,March,198,0.1039411
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,April,219,0.102730931
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,May,234,0.102651839
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,June,252,0.103057369
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,July,267,0.10208422
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,August,281,0.110600647
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,September,313,0.118895966
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,October,308,0.127097102
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,November,304,0.127811861
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2015,December,285,0.136472194
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,January,285,0.094688818
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,February,288,0.034632035
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,March,295,0.034581136
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,April,299,0.034617049
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,May,306,0.03471017
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,June,301,0.043361374
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,July,315,0.051894136
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,August,320,0.051737518
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,September,317,0.051581843
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,October,326,0.059757555
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,November,331,0.059635372
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2016,December,347,0.067176085
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,January,354,0.066895225
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,February,355,0.066744535
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,March,349,0.066384532
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,April,357,0.074565037
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,May,356,0.082637799
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,June,363,0.082236842
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,July,365,0.090304573
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,August,369,0.105725439
"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,2017,September,371,0.130091877
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,January,223,0.041053311
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,February,212,0.041130501
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,March,212,0.040983607
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,April,202,0.040880687
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,May,194,0.041147425
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,June,189,0.035200939
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,July,187,0.041198281
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,August,181,0.052671622
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,September,180,0.064278619
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,October,184,0.070286417
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,November,178,0.093512566
Natural & semi-synthetic opioids (T40.2),New Mexico,2015,December,168,0.093775642
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,January,164,0.094189675
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,February,167,0.093348892
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,March,170,0.092480204
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,April,169,0.091843178
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,May,168,0.091131742
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,June,159,0.096960018
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,July,161,0.079577105
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,August,158,0.067984817
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,September,159,0.0567022
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,October,156,0.050844585
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,November,154,0.033952015
Natural & semi-synthetic opioids (T40.2),New Mexico,2016,December,158,0.050652859
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,January,157,0.050558957
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,February,155,0.050420168
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,March,160,0.067556156
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,April,163,0.067552353
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,May,162,0.078444557
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,June,163,0.078299776
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,July,164,0.139946261
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,August,161,0.218953515
Natural & semi-synthetic opioids (T40.2),New Mexico,2017,September,152,0.336153286
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,January,413,0.041053311
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,February,405,0.041130501
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,March,403,0.040983607
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,April,388,0.040880687
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,May,380,0.041147425
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,June,375,0.035200939
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,July,380,0.041198281
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,August,378,0.052671622
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,September,369,0.064278619
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,October,376,0.070286417
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,November,366,0.093512566
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2015,December,353,0.093775642
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,January,338,0.094189675
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,February,347,0.093348892
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,March,358,0.092480204
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,April,363,0.091843178
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,May,363,0.091131742
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,June,354,0.096960018
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,July,354,0.079577105
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,August,349,0.067984817
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,September,350,0.0567022
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,October,339,0.050844585
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,November,347,0.033952015
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2016,December,356,0.050652859
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,January,359,0.050558957
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,February,351,0.050420168
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,March,352,0.067556156
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,April,356,0.067552353
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,May,353,0.078444557
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,June,349,0.078299776
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,July,356,0.139946261
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,August,346,0.218953515
"Opioids (T40.0-T40.4,T40.6)",New Mexico,2017,September,333,0.336153286
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,January,67,0.041053311
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,February,61,0.041130501
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,March,59,0.040983607
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,April,56,0.040880687
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,May,57,0.041147425
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,June,61,0.035200939
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,July,59,0.041198281
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,August,60,0.052671622
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,September,57,0.064278619
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,October,57,0.070286417
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,November,48,0.093512566
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2015,December,41,0.093775642
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,January,39,0.094189675
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,February,44,0.093348892
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,March,47,0.092480204
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,April,48,0.091843178
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,May,56,0.091131742
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,June,57,0.096960018
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,July,56,0.079577105
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,August,58,0.067984817
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,September,60,0.0567022
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,October,62,0.050844585
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,November,70,0.033952015
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2016,December,78,0.050652859
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,January,82,0.050558957
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,February,79,0.050420168
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,March,81,0.067556156
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,April,79,0.067552353
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,May,71,0.078444557
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,June,69,0.078299776
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,July,76,0.139946261
"Synthetic opioids, excl. methadone (T40.4)",New Mexico,2017,August,76,0.218953515
